,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
10209,S1897,946666666,23.0,423283.6,324498.9,ERANGEL,2U4GBNA0YmnBR4559kTVsNvXqS7iLvbpqAudhPsbeFQuYYTXwQPcDRYRpUr5VUml,220,Squatdawg,,423178.4,324713.6
19071,S12K,hsddd160,18.0,169684.0,619510.7,ERANGEL,2U4GBNA0Ymn3eHnaz299Isp6Dz4A9Qudda6byDxx-bg8x0IE15FNF4lAlIUNzyiR,165,9sky,19.0,169484.3,619679.0
29853,M16A4,a19930607,12.0,595644.2,467757.7,ERANGEL,2U4GBNA0YmlfG5Tn8xclrdwAlYJYdeIWPkXHy7UZhy0geESPm-6p8uIKgndZ86lE,144,yunlongcainiao,44.0,595081.5,467871.3
44705,RedZone,,,,,ERANGEL,2U4GBNA0YmnhFxm79OU6NJ3rgmfIpZnbvm6Upf4JLtRBxY7FWVqJOqxYZ3eqQqXf,977,LongDsEG8,36.0,437638.1,427131.6
15262,Down and Out,RawrMager,4.0,604981.3,399523.6,ERANGEL,2U4GBNA0YmmPUGQntz_LANJgJ5Svb4x4JBg3bF1h-MoCbhGeEMiA1FKe9yNIEWmN,1738,WayneHe,,608168.9,393974.2
46752,Down and Out,chunshaoge,17.0,569788.7,388759.1,ERANGEL,2U4GBNA0YmkZCRpc-wjA-LEGR85oa2yyewAiSh14LvzY0wyZgIRNzn6SfqNWJkKq,118,Adolph00,48.0,569727.6,388855.5
45863,Down and Out,Doutezn,2.0,487400.0,351460.8,ERANGEL,2U4GBNA0YmmdIcJr52Ok1HIkWu61yFQQlBNnpG3FdNpOm9S6l9y0OwEhuXg2Nwrx,1928,SiGster,3.0,489340.9,349800.5
51623,S686,EdwardRongrong,25.0,372932.5,403958.2,ERANGEL,2U4GBNA0YmmzzWnDPlOvgq871YALDhTQMpLSMt6QACuMIjj0HsjMKmBLnzv_C3BZ,666,chijidediyi,41.0,372889.2,403593.4
11104,Down and Out,xydda,1.0,402483.1,488647.8,MIRAMAR,2U4GBNA0YmlmgIsmsFocNn-2ZxIbLRlzLNA5P3_oflJmssstMYa6YA9r7ggwnfxy,1636,LvXinBaby,3.0,400456.1,487253.3
2677,AKM,crkibu,25.0,630894.2,610039.3,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,121,QIanXi3,18.0,630632.8,609084.0
49096,Bluezone,,,,,ERANGEL,2U4GBNA0YmmDnjvUNdcz7uQEvOVSL5ThpSOsYq5KlxsENrn5nGTmyxehq12QxDvg,1380,MRAAGG,25.0,0.0,0.0
4850,SCAR-L,Fro-Doe,2.0,125570.8,342624.7,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,1657,Yaheen,4.0,125032.7,341472.4
37452,SCAR-L,Ming_Zy,31.0,247276.6,126023.4,MIRAMAR,2U4GBNA0Ymnp9iz2Xs-vLpbvWzwrJHNybW6LELw6m3fAgS2Pab4jMH5ZILBmdiWe,281,StarrMx,32.0,248492.8,126527.0
44060,Micro UZI,tifengwei,11.0,281287.7,563336.6,ERANGEL,2U4GBNA0YmnKDuzcmHpHb5k8---zl0XNAhloAG-mvqD-ULiCAEq94m1Xcky77CDJ,237,455645,38.0,281354.4,563696.9
3118,SCAR-L,TheyCallMeDAD,11.0,435052.2,594467.6,ERANGEL,2U4GBNA0YmldsmcWI8PBcmvfdJUtUv9LuMt1MAUqG9aDvVtzvPIGelkR4_3xjGY3,1056,Chicofino,21.0,435434.2,593599.2
40188,SCAR-L,BurningTacosHD,14.0,657614.3,353903.8,ERANGEL,2U4GBNA0YmmcA3iPz0Ddb5Tf2s-aDzv-OdF3KcuScDEunnEIMhtcRfbAF4LB-tNU,194,BubbleSlushie,46.0,657924.8,353912.3
47343,M416,Nspctr,24.0,277235.3,264967.4,ERANGEL,2U4GBNA0Ymk5K7D1pYyhCqqfA9ZY4yGkP5wQTxeR5wZVzLra6S7KjJ2uxXvRav8w,1251,Dabarino,25.0,271607.0,269762.2
8729,SCAR-L,Dzhixiang,17.0,625997.4,378653.8,ERANGEL,2U4GBNA0YmnncdZhDQyiI8rKtTFbfuzKPOHKHsGZwLNU_o0Nk2LTJKwgh_AzsbwT,263,AlexRAwesome,25.0,626177.7,378747.7
22021,Down and Out,wanszai,5.0,432636.8,329735.4,MIRAMAR,2U4GBNA0YmkB4D4Y4OyMlvrPcw9mAgQWHsZzOb4nj_WnuwEY6suR1Twn3n6YHelV,1233,Maestro--,10.0,426477.9,337941.2
38053,M16A4,DamnnnnnDaniel,2.0,463051.3,382410.8,ERANGEL,2U4GBNA0YmkjdRrCs9oYtiXMNtWNwGnvDJAGLjxdxr8MP7ipWb6uY_yi-Dp5ubaJ,1078,DongAnHyun,9.0,461152.3,371004.9
31510,Bluezone,,,,,ERANGEL,2U4GBNA0Ymma2nKxXzyE7MZ8xZJw1SAd43q33SJCFrWRCveYuUtBv-udj3VGX9z1,1160,dakx,28.0,0.0,0.0
25096,Mini 14,Bultimpakt,4.0,165496.3,411465.7,ERANGEL,2U4GBNA0Ymnu7sxTLqKFKVSmedEqe1Q2gZF19yzlWi6nKSyfae4BTSmXOXlbRgd1,1511,dadalalda,9.0,174311.8,405917.2
8718,S686,DraculaBackwards,5.0,405676.5,483206.4,ERANGEL,2U4GBNA0Ymlm4JHKbbmQ9x9_rZbdELcOlVMjnXNbpV6MTm2TQUO4MffsjOqWPWcD,839,CCisYourDaddy,12.0,405726.7,483452.3
24224,Down and Out,AsianProphet,7.0,543382.7,505959.9,ERANGEL,2U4GBNA0YmklqcjXa5nhycpz--Ctio4n6O4Qdtm5OroTfMqcqrRRPft2y8cRw3Q3,1205,godfater777,11.0,551144.3,514586.9
18336,Down and Out,Sleepy917,2.0,334728.5,548695.7,ERANGEL,2U4GBNA0Ymnr5wbykx7xc4_Md6MjNgkfh0nz0IsqrG4bejEFBU1E1a9sCeYhVsd5,1084,DingDongRun,12.0,345221.8,558711.9
48634,SCAR-L,Vydren,28.0,456029.3,445657.5,ERANGEL,2U4GBNA0YmksvQTm16_nH_hWrZVQ6c_0xbUDEnxDLw2COO7QUkeJ9hrCRGxWWZuQ,1172,jamesyuchn,33.0,464220.6,444475.3
55883,SCAR-L,LXHjason,3.0,238635.6,225345.3,ERANGEL,2U4GBNA0YmlgTS6J4o2xu3FwQwQmegTNC5Dxrg58qoNgmpTo2y7g5m6913ZtV3P2,1549,taoguo666,4.0,219743.3,241966.5
33068,SCAR-L,Asianstyo,24.0,429873.9,628220.6,ERANGEL,2U4GBNA0YmlI9e_JVvcB__FreIzgTr1BxBdfDw09xI6xANgN0Ormihf0qyyb8Qcz,282,RickyNeverDie,26.0,434672.2,623936.1
13175,Punch,BeaverFucker,10.0,545270.6,55540.63,MIRAMAR,2U4GBNA0YmnoW8afpHFqvydQuLzOCEJkMcGJZvC0XfmIBDrrmpXLRz8D_QsqTFmb,72,add222222,90.0,545096.3,55487.23
34957,Down and Out,aholyly,13.0,215545.8,399999.7,ERANGEL,2U4GBNA0YmnpWAfEZJqVXmqtRb1S5VdFHfJqjqFT_foCwhVNOELUQd-A5Fw_A65a,898,ukiasdhjl,16.0,209443.9,411701.3
51251,Falling,YLQ007,19.0,438167.0,468745.4,ERANGEL,2U4GBNA0YmkYpZEU2TBH_VfcJCugwmgjo0fdB9XDg8OFKtDrpen3R-z0Dl2b6eRF,128,SFEXPRESS_JACK,15.0,438270.8,468483.9
43098,SCAR-L,Cotillard,4.0,294494.0,207241.4,ERANGEL,2U4GBNA0YmlFLjI3ofbZLlIqgy78-jts8QuwXcbiwOBHojD5DfdIyHAztN0bjyny,1624,ATRAX_Waldo,3.0,288894.6,205656.0
30814,Mini 14,heyNibby,2.0,301509.6,237920.6,ERANGEL,2U4GBNA0YmlKbCJ7Hs3bUQ5QdnDR19TXwOIayFGdUgWLeKynH6lXLREmWB69cAD2,1742,Bad-Mavel-Bby,4.0,308736.2,221718.9
53454,M16A4,CCTV-21,4.0,397767.3,245910.4,ERANGEL,2U4GBNA0Ymn07ixTdoHMoiNMEt6OhQafaLj2-Vy0fdedKKHiI0znhoBTG8DFP7lc,1719,kangyuhang00,5.0,381190.2,252393.3
47492,DP-28,Guogaoleng,40.0,449161.0,629297.4,ERANGEL,2U4GBNA0Yml3JIax4sdxs7PtCMO3SRL5DxqdBPZ5PWMVdd8l82krP0IoIMG-PSid,118,Stevenliang,44.0,449921.6,629442.9
22061,Down and Out,MuWangStang,4.0,432200.6,536747.3,MIRAMAR,2U4GBNA0YmkB4D4Y4OyMlvrPcw9mAgQWHsZzOb4nj_WnuwEY6suR1Twn3n6YHelV,257,pangxiufeng,23.0,424997.3,537704.4
493,Micro UZI,Energy-Jx,73.0,422495.8,324706.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,126,jprodigy,85.0,421795.0,324705.9
23839,AKM,GhostsBear,31.0,420780.3,383478.2,ERANGEL,2U4GBNA0Ymk7O4e_IzELgNllROgHlg1hPVeDb7TbLdkh2l6yGXkmIfSn-lFS9I0G,910,J-Courier,35.0,421244.0,383388.3
12815,P1911,HugePan,16.0,595745.8,480362.9,MIRAMAR,2U4GBNA0YmmWJZwKthPO4VoG5SWPAK4fs5MwOLqLsLPsU8O22FcmRcg1EgWa9Wh6,203,MAIlaopo,15.0,596142.6,480207.0
10546,S686,SenorDeeVee,22.0,621587.0,296934.0,ERANGEL,2U4GBNA0YmkzFmxVd2fl9GYuVH2M0N5-gGtqyKq2s_5hazWrJi9FHIfnkg0vGwFY,154,BerBerIsAPigBear,23.0,621827.4,296845.8
12267,Down and Out,pandatv6695702,3.0,450647.7,559095.1,ERANGEL,2U4GBNA0YmnBoXdrRwSjFrWm_-mNudJZCRt9eGIeZAl5O68qFFrxb9rFPQ0UnUb8,1175,xiaoyimaliya,13.0,452820.3,555593.4
11816,Hit by Car,ZXDONE,1.0,376844.6,208970.7,ERANGEL,2U4GBNA0Ymkh-hta0MgoUs4jfDrWK2xoFAowWRCljJsL4SzkKBTP60waCa5kTDIP,1607,hlz5702,7.0,377184.9,208958.4
44747,Kar98k,GoodDJB,35.0,336171.7,161086.9,ERANGEL,2U4GBNA0YmnzncXrzQofBlwoojsUXsk2APrDe7bCl_ePbU2sDDHcqeb7DVDfEHL-,111,#unknown,46.0,335573.7,162185.9
24406,VSS,KouBxczG,1.0,144069.1,214541.2,ERANGEL,2U4GBNA0YmmatKlQVmm0UR3tuS1IUx11KOh7zqpnyfBk-UNDe73nSm1SbnZwFK45,146,ZHANGDONGYUAN,77.0,147588.5,215208.2
1321,S12K,LiuDa98Kmin,25.0,196020.8,299360.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,534,DPC0611,55.0,197303.7,298868.5
54554,AKM,Amandd,14.0,556454.6,428781.6,ERANGEL,2U4GBNA0Ymk1o0QuOYs-u-JYFTLxdkmuElQfUet0-5BXwfL07Z8jmK51o56dBROu,938,songerdudu,27.0,556918.0,426997.1
13260,Down and Out,remind-chen,37.0,629825.8,616622.4,ERANGEL,2U4GBNA0YmlA6wxiWndtLjJ2CkQcqX0ZCO_OgzhbLSpFdWDvx--hOAdIQby4ntIa,193,xuAVge,42.0,628516.6,614146.0
9550,Down and Out,China_Frt,20.0,636428.8,466525.5,ERANGEL,2U4GBNA0YmlAIXAxa8UNSqKMPaMblcwdWLI6-w44_RBSbYjqCNs0JTXt8MvHMJbz,135,dali2017,24.0,636905.4,466566.3
32318,Down and Out,sweetggg,15.0,160696.4,282105.1,ERANGEL,2U4GBNA0YmlzHFJot9xiNNn0v3tKKTTyP4l7VKSdi_UrnkxvKKRgfSFGPjyfu-3f,320,wenzhou991,,159951.9,281955.4
25709,M16A4,ShaGaLaka,8.0,462399.2,403345.4,MIRAMAR,2U4GBNA0YmnXB7lYRwlBRKqseeOTh_LDOoR5RVMEl28hyUrDrhgd21ps6Pa5tFiP,1510,egorka1,12.0,459072.6,401229.8
35637,Punch,itchyboy,2.0,361149.3,579752.4,ERANGEL,2U4GBNA0YmlwWAf_o1q_yPKc3QOnDVZ9hmXb0Be_DSltJfacEqz8BQpKR-nDdgzz,834,DaHomieYosh,6.0,361071.3,579768.9
9548,Mini 14,Leonosaurus,19.0,379193.4,118176.1,ERANGEL,2U4GBNA0YmlAIXAxa8UNSqKMPaMblcwdWLI6-w44_RBSbYjqCNs0JTXt8MvHMJbz,238,FengJingRick,17.0,378993.3,118360.6
23205,Down and Out,LBFandLI,4.0,574847.4,333558.9,ERANGEL,2U4GBNA0YmkffhccsrZofOVk3Snt45-YhE3nzOCdgxIYzWcssvyo9CQuKMAxfOIc,1464,TYLQ-520,,574541.8,318179.7
11844,Mini 14,dubeen,3.0,398979.8,254571.0,ERANGEL,2U4GBNA0Ymkh-hta0MgoUs4jfDrWK2xoFAowWRCljJsL4SzkKBTP60waCa5kTDIP,1416,kxwb107512481,10.0,396325.6,246527.1
4732,M416,Nameless084,17.0,202498.4,281301.5,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,335,zz949l,24.0,202949.7,280730.7
25894,M416,bucketnomaly,8.0,383049.3,473608.0,ERANGEL,2U4GBNA0YmnPnXSIUnPjkGFY3e5px2lC0asur7ZlI6pZZQ9cDqqHqgq-mi2aBOfB,510,Enzo_5120,20.0,382461.6,474187.8
40648,Mini 14,XiaoMino,1.0,334033.2,548208.9,ERANGEL,2U4GBNA0YmlMpcJjixPhwFpgyGX7i7_J4G6-I-n_R9qkCndp6VfwAMBuTi_DZqyN,768,xiaolongwqewqe,37.0,331992.9,545752.6
18997,Bluezone,,,,,ERANGEL,2U4GBNA0YmlPC13p0AHL4tQc_F4pzZCLz-QQk0UKmkyNrlthv5jRY38JGpAjWbjQ,1356,Algerboy0410,17.0,404172.8,354666.0
36110,Down and Out,DEAD_Dolan,22.0,367484.1,408659.9,ERANGEL,2U4GBNA0Ymnvd_Tt1JMgG2tLZmvjNpX3vWcKejQIdHzjSGMbgjiKvdc3myvTs0Hl,370,Gormal,37.0,367401.0,408168.7
24905,Down and Out,PandaTVcondy,1.0,334150.6,547449.8,ERANGEL,2U4GBNA0YmkuKg5PPPy8-z3ydAteKxPWGFHH74GWl1H5bwd8Cj2X9nrEmqLI5wMv,870,jiany-king,11.0,345436.3,558642.1
17734,SCAR-L,AQqing68,42.0,448256.2,620113.7,ERANGEL,2U4GBNA0Yml_4MR5oMfUdKHwG9cJO1dXiEJoZ_CIGGKyO09yZr9ztpV3HCtU9p_S,139,Weiaipi,44.0,449261.6,620062.3
28918,Grenade,Da-CaiJi,1.0,359927.7,554821.8,MIRAMAR,2U4GBNA0Ymm1Lk8Sayd4u8C_bc03I55O05ZthP0XeCW3IBD_yiWHIsBBSroCLvp_,1608,jkljkl4600,4.0,365418.6,558352.8
5494,Down and Out,Cheetoh_Richard,4.0,444072.7,548842.4,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,1720,CMike11,6.0,455273.8,542935.5
37187,Down and Out,Sn4cky,7.0,253360.2,235039.7,ERANGEL,2U4GBNA0Yml-bPtuhX2rZC6Hjm-uaBncgWx26qL_2ceAwe7L30egwnXwSjJ-C9XM,1498,zengxinjun,4.0,258986.3,217674.7
51549,AKM,LongSenn,17.0,343095.8,393409.4,ERANGEL,2U4GBNA0YmmzzWnDPlOvgq871YALDhTQMpLSMt6QACuMIjj0HsjMKmBLnzv_C3BZ,704,Uncle_Rico69,38.0,345373.3,394913.5
43493,Tommy Gun,pikadud,32.0,437975.8,638974.6,ERANGEL,2U4GBNA0YmmiDNw-kpv13vR6fYCLVde0Cu7AyT7l650ntxO16WrptdIzpWBsM0yP,134,Chiinoo,44.0,437645.3,639714.8
41236,Bluezone,,,,,ERANGEL,2U4GBNA0YmnTgrW0EHmbcUJTTVfSO_6Ts7PFBoB56znRtnB4LpYtO-4DX9vz0zEr,1396,Gucci_Suggins,19.0,0.0,0.0
32126,P1911,zmauded,19.0,372507.5,412882.1,ERANGEL,2U4GBNA0YmmiyPHyWYFiJ9f3P75iSKKehWVvVB_f8hJVELq6WknfV8LL7MSyB0KQ,119,Killz3r,21.0,372431.7,412647.5
28436,SCAR-L,Ty88ya,1.0,692066.1,278426.9,ERANGEL,2U4GBNA0YmkHkHlMO295wI8pZ6b1PFlGsEJvuSeU2ZwXxA6VvG2ZTyxKg5VCERyg,1445,MMM101,11.0,692386.7,274332.2
27275,Grenade,nigynogdawg,28.0,0.0,0.0,ERANGEL,2U4GBNA0YmkIUFsXIWKayrX4i9TVxiMl1_a0kRA0IfL2ooJz5zsJcclJWEtgRAL2,425,DouyuTv98523,27.0,437346.2,637539.4
13379,S12K,ERFGEWRFGSD,11.0,491392.1,431411.1,ERANGEL,2U4GBNA0YmmrPxn2O9wIPm3ee0zRqDxMHswae4j10C-3Om6kLJPbPmen39XdJFIq,562,171375073,25.0,491800.9,431745.9
15085,S1897,Thrush,42.0,622335.3,603369.3,ERANGEL,2U4GBNA0YmmAGtviz69au8XFLfsucuUZRqYiCRTdOKNoKWWw7oyjVwnX0GY-4b8W,222,Xcode_Tony,45.0,623231.9,602779.6
22556,P1911,JaketheShnake,26.0,607047.8,481933.6,ERANGEL,2U4GBNA0Ymnr598YVnv5MyTa3TAt-7xFaIBwuByZyx52C0KlEoVJMbzZG8DetEl9,134,Alethauk,21.0,607153.5,481955.2
12782,M416,jacky6485,5.0,488417.3,535308.8,MIRAMAR,2U4GBNA0YmmWJZwKthPO4VoG5SWPAK4fs5MwOLqLsLPsU8O22FcmRcg1EgWa9Wh6,752,Vitaobr,4.0,488973.6,542809.1
708,Down and Out,SuperZking,26.0,364658.2,398146.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,286,xiamao1,38.0,367863.5,400453.3
34226,S686,Van_Phantom,43.0,424298.7,628983.1,ERANGEL,2U4GBNA0Yml-ZI1y69xCz7j4FJVviMx9sT7s5k5WEAcuovyS3ZaoqPS8iciwGbEb,146,Strokum,72.0,423671.8,629030.9
33805,Down and Out,cccsix,8.0,307120.1,428481.4,ERANGEL,2U4GBNA0YmnVHaccJNV9TmzMLk2gaYH0Rs2VmgQvjnG-epe0velYa65OkFixQhbb,890,cccsix,8.0,307120.1,428481.4
24106,Mini 14,ritianridirimayi,4.0,589835.1,289172.5,ERANGEL,2U4GBNA0YmkD1issy3ZzjjGLKISKlmf5zkuXbF2gwnEj3T2lz8gC7os09JNHiH3o,1137,Ch2333,8.0,594986.1,297050.9
33542,Kar98k,puppiesandpie,6.0,365717.3,674669.8,ERANGEL,2U4GBNA0YmljgQeyfim1J--0UEyAl9RLJZpXNKwTwcJOM6M984ifHIqWqyJJ7D7p,1452,SetDownJustDied,5.0,361951.8,670300.8
6987,Down and Out,qingqingkings,6.0,662997.8,262348.0,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,261,Nancyspirits,24.0,669320.1,259072.5
51281,Down and Out,YFLYB,2.0,242807.3,525864.3,ERANGEL,2U4GBNA0YmkYpZEU2TBH_VfcJCugwmgjo0fdB9XDg8OFKtDrpen3R-z0Dl2b6eRF,1576,Angelsb,4.0,239400.2,545751.9
27873,SCAR-L,AZTundra83,5.0,612175.6,485491.3,ERANGEL,2U4GBNA0YmnSq1rns6cy0WD5O2R6GqZyzJOBwY2srBd5dtRKsOM3bnk5IpoKwgq5,900,MeesterCaliente,11.0,612002.6,483300.7
17642,Down and Out,EsNmToging,1.0,550719.6,524607.6,ERANGEL,2U4GBNA0YmlWrQNNsXh3HgNswoqOyIQkFnftvGX11HyvrfM3SZrQqHMdrlmBoaj3,1062,SunJiYu,7.0,553149.3,516994.4
12445,Down and Out,FZ224,13.0,361615.0,299914.9,MIRAMAR,2U4GBNA0YmnfqVpdts4L0atV0NtpEVSm0YssCYXsq30tWzs3t5hkRNiEJpwP02fj,492,#unknown,30.0,360801.8,299540.9
27231,AKM,King_RL,15.0,338210.1,147609.4,ERANGEL,2U4GBNA0YmkIUFsXIWKayrX4i9TVxiMl1_a0kRA0IfL2ooJz5zsJcclJWEtgRAL2,285,WildWeasel02,31.0,338166.9,147875.7
19574,AKM,yangdada1,1.0,543630.1,449108.3,ERANGEL,2U4GBNA0YmnXQGfLDgbPRnuQrPjSRuLjJui3UFGW4S-x-EbjyIfBxJ3KQRDCgx1m,1588,DonkeyHU,9.0,543178.1,448548.8
36888,S12K,Ni_Liang_Toule,6.0,315775.8,328759.8,ERANGEL,2U4GBNA0Ymm_GDPn0oOngEsRKnLBlib1ygjBf_mKh36_BYiTcuJEK3TU5BcHCInN,331,Ranfort,31.0,317423.2,328829.8
38766,Down and Out,BabijHog,3.0,169576.2,549481.6,ERANGEL,2U4GBNA0YmnUNYEXPEq-5biNDX4NjbMS1MD6Lhn-EwLbyNyYtkHdFnI3bjXyn43U,1506,WoYeShiYinBB,8.0,184018.0,546463.0
22869,Mini 14,senpaidesuchan,15.0,314023.8,325728.2,ERANGEL,2U4GBNA0YmkkUJQ10RPyXHhlCVwDK9tWIhM1X-xlrmzaSgyCrEX8tpHCn2VxqDt9,207,Ardaweeno,43.0,314849.7,325498.8
29987,M16A4,embrazur,21.0,598768.4,592139.9,ERANGEL,2U4GBNA0YmkmzgZ8j11UhupUiGlqHEwn-c0K7qW2zo_yHolxcxrV2QDTNSjx1wPd,339,neighbour_White,27.0,598207.1,594205.4
24857,M416,HelloFafa,11.0,445698.2,606457.1,ERANGEL,2U4GBNA0YmkuKg5PPPy8-z3ydAteKxPWGFHH74GWl1H5bwd8Cj2X9nrEmqLI5wMv,613,Chruftercraft,16.0,447077.9,604240.1
34554,Falling,,,,,MIRAMAR,2U4GBNA0YmmeXUlgI9_G0O5kXhufx7wGvgru-FNqLH8Rr0BBnpti_tHsCU53gZdj,224,justsomekid,39.0,381547.5,311890.0
37664,DP-28,shuizai1990,5.0,534089.4,251190.6,ERANGEL,2U4GBNA0YmlEJvPq6T0js1DB4VapuVOV_FCmVM-Y34TxKA9slp64dhtRioRXfDGj,654,TaRe911,16.0,537793.8,254208.4
55328,S1897,AaYin,10.0,210657.2,292184.2,ERANGEL,2U4GBNA0YmlS34KfGDRhScNp3QBwDFuBypDBvc_wNMoYPJGeeUuWMfyZKiOhQDO7,666,laoguo666666,17.0,210801.9,291930.5
15626,SCAR-L,Freestyle1998,23.0,200715.4,291675.2,ERANGEL,2U4GBNA0Ymk0EO09qTl0dpNC7oWgqJEefRsiaYlr1IwiHiFDNiQ9sGfeF1T6UMbq,134,you5201,11.0,200398.6,291845.4
39837,Grenade,CommieSalami,28.0,514752.8,503558.1,ERANGEL,2U4GBNA0Ymmrg6g8QZMeU1hVgI5hCyOtKKGkZUSndlOaKVBXm6bg-aTUq-zW2KjL,229,CommieSalami,28.0,514752.8,503558.1
8158,Down and Out,Bbyy,6.0,625119.4,141265.4,MIRAMAR,2U4GBNA0Ymk90SUq4O2gx6MrnxoSo4rBglFo0lL7d1cT3JKiLLOaKWXmSqzv_lUc,1338,Tao128114,11.0,620305.5,141222.6
3957,M416,Zhang_0416,4.0,325796.0,525058.4,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1292,freecloub,17.0,326196.9,523181.8
9985,UMP9,Hking_909,24.0,712530.6,327219.0,ERANGEL,2U4GBNA0YmnP7JxGpV6xH481nTM-AN2Ig_D_m3DRTNjINB5WdgfQqsz_F26FndqD,242,Juarezneverfalls,26.0,711962.4,328293.0
24454,AKM,ChikenEaterZhou,11.0,629655.2,608259.4,ERANGEL,2U4GBNA0Ymk55vrK_Il-hfv_rV4MVhdpBbOct2ox2OzqpXar7A6-lQNpvMq4ra4C,421,Saolinho13,14.0,627968.0,608946.1
36640,AKM,xiaow520,15.0,371080.9,125988.7,ERANGEL,2U4GBNA0YmkXEscR0AhN4fbyAUrhjI0TZfn6dM-FySJdupS0Szk7S1rrSYFORaw9,721,MosinNagantR1fle,17.0,370952.1,125390.9
6351,SCAR-L,Zbhbiubiubiu,3.0,649235.3,371086.2,ERANGEL,2U4GBNA0YmmNda7rFfvn-ZVSnpD4e14wBCKCdD6h2Pr5-Au61Oj4yf48-LIn2XhA,1734,KD8L18,2.0,643123.3,371724.3
16324,UMP9,Saolkgjkl,15.0,243506.5,126667.5,ERANGEL,2U4GBNA0YmlD7ph2HGkuV_vpW6ACSubAkcVSnAby7HKM8xt6siegZnZmjkSekCZc,216,TOP88,5.0,243259.6,126465.5
41254,Mini 14,GDC_PUB004,1.0,203582.6,521920.7,ERANGEL,2U4GBNA0YmnTgrW0EHmbcUJTTVfSO_6Ts7PFBoB56znRtnB4LpYtO-4DX9vz0zEr,890,zmgaod,33.0,200684.5,529010.2
35396,Down and Out,Umaro,2.0,527571.2,477638.3,ERANGEL,2U4GBNA0YmlJVVZIfEEuBtg_zbx63isKSKggf_B0fdeklCuDNZuz-e_kME9sLlvu,494,hamdaddy123,21.0,525106.4,477050.5
24607,M16A4,Marlboro_TT,4.0,520026.6,354936.2,ERANGEL,2U4GBNA0Ymko2tO510Dqv40nsgSlVtcJASzbHNP-RIHqCS6EtpWCdHCLT6F9QBG6,1441,butterfly-o,9.0,529150.9,353257.0
37407,Falling,,,,,MIRAMAR,2U4GBNA0Ymnp9iz2Xs-vLpbvWzwrJHNybW6LELw6m3fAgS2Pab4jMH5ZILBmdiWe,433,Yassuoss,27.0,690841.6,554542.4
14833,Down and Out,Chinakingjie,4.0,177857.9,531273.1,ERANGEL,2U4GBNA0YmkveeDRqnkB3nB17q3HHdA8PO2jLUFxam8ekez7lDakHCUtGqKU29YJ,1674,Captain_ZTZ,5.0,180015.9,531058.6
9537,Down and Out,Hesitating,3.0,436086.9,624699.5,ERANGEL,2U4GBNA0Ymn9kFuSzC-IE4VEMFh2S3BkxZ6yKMiZPb9uI9VwpdMKdDwQE2-ye26J,171,4AMqHs_Cherry,47.0,444863.6,622077.4
34273,S686,donald_trumpxxx,68.0,421065.8,324469.6,ERANGEL,2U4GBNA0Yml-ZI1y69xCz7j4FJVviMx9sT7s5k5WEAcuovyS3ZaoqPS8iciwGbEb,102,Big-Idolkotori,83.0,420505.9,324569.4
749,UMP9,Chick-Fil-Atio,18.0,138011.4,301580.4,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,955,nixon93,17.0,137822.0,301280.9
13394,Bluezone,,,,,ERANGEL,2U4GBNA0Yml3q4186_5pRxYAium8TRfa5QHYZadghqyxi7F8quVedkvx4DXmHbJv,776,Ohspits,49.0,0.0,0.0
24217,Falling,,,,,ERANGEL,2U4GBNA0YmklqcjXa5nhycpz--Ctio4n6O4Qdtm5OroTfMqcqrRRPft2y8cRw3Q3,762,Balabala7j,18.0,203702.8,330697.9
50627,Kar98k,acodin626,1.0,495254.4,689122.6,ERANGEL,2U4GBNA0YmnmAsEbpU_zbDkx-KwGmbH01cX7Ou0Nu-lUmX3C_mpzfGVuyuKMpa6T,1408,Alishe,4.0,484475.7,703308.9
