,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
17201,AKM,Igotthis1,18.0,284395.4,566803.6,ERANGEL,2U4GBNA0Yml2ZSREONxcO3RPIeCTfwqutmdgWRBGxstIr4glA_yKVo_YglO6PyT0,158,ScoTDevil,11.0,283805.8,566929.0
11867,M416,RPMPOWER,4.0,372326.5,362821.2,ERANGEL,2U4GBNA0YmnEiZMsx_bpeBiF_Gp7C4Gu5yc9iVrvMXKpQvHXIiZB5WjNnAKgtTtV,1043,TW-ircS7,19.0,372378.4,363062.9
35297,Micro UZI,NA-655-607-504,1.0,375795.0,119096.2,ERANGEL,2U4GBNA0YmlhXeOIuFv---xu2uWqOG7qVBhJL2RDAiSSzfBAebiTxWffzu9AvtTd,550,Nessiuhh,51.0,387542.1,169671.6
43121,AKM,Skoww,10.0,358164.1,402666.0,ERANGEL,2U4GBNA0YmlFLjI3ofbZLlIqgy78-jts8QuwXcbiwOBHojD5DfdIyHAztN0bjyny,158,GoldenEagle22,28.0,357389.4,403019.4
47347,M16A4,Pac_manCy,14.0,302904.2,350197.3,ERANGEL,2U4GBNA0Ymk5K7D1pYyhCqqfA9ZY4yGkP5wQTxeR5wZVzLra6S7KjJ2uxXvRav8w,959,LadyAlexa,38.0,304804.8,343923.2
39936,Down and Out,VaNiSHksa,22.0,423865.4,325861.9,ERANGEL,2U4GBNA0Ymm3ZyBf4OCM9Y8R6njRmYkMp2JlmS3q3M0U5V_o4RdB4Q9CGH2CtmDD,173,lePzycho,26.0,424004.4,327055.1
15669,S686,QAQVoldemort,4.0,381344.1,116683.4,ERANGEL,2U4GBNA0Ymk0EO09qTl0dpNC7oWgqJEefRsiaYlr1IwiHiFDNiQ9sGfeF1T6UMbq,288,HUYA-QIXIANG,22.0,380746.1,118018.0
39992,Kar98k,arbaugca,5.0,125240.0,128192.2,ERANGEL,2U4GBNA0Ymm3ZyBf4OCM9Y8R6njRmYkMp2JlmS3q3M0U5V_o4RdB4Q9CGH2CtmDD,1558,MaryLangzi,8.0,101060.9,120149.1
54718,M416,longlee9z,21.0,367595.2,423947.4,MIRAMAR,2U4GBNA0YmnHvpDyTZA-tnTa4mf1TF3GX9djbt7OKRx6q4aWgjZBqQ50a1I93B6I,105,lsb520,44.0,366922.1,424357.1
6647,SKS,xi-gua-007,39.0,601769.9,595603.8,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,551,YouDontParty,49.0,588592.9,594970.4
9804,M416,Bm369,1.0,378206.2,284935.9,MIRAMAR,2U4GBNA0YmkFLnx7v1qJOXe27L8Ad0WzDI8KGJ8ps9zZJJL7jtqYTzyioV77Y2ll,1959,Mr1chameleon1,3.0,378155.7,285058.3
19457,Down and Out,x200246,21.0,728395.0,435971.4,ERANGEL,2U4GBNA0Ymk6dwBWR8RMKO9-BaMYTS3KLqvWP0E2552sWyg_q7hCBwewD-Ypr4G9,156,BigPapaGD,27.0,728708.7,436497.9
35732,SCAR-L,Unfairkyfuyj,3.0,462757.9,269286.1,MIRAMAR,2U4GBNA0Ymkk4WNxi9WgDtyrytfkeTF7U8LFtd4qbRlxhlXiTn1wHXXb5SzesJmB,833,SlowMoe,18.0,462799.8,269540.5
45623,Falling,Wolkje,5.0,295289.5,374887.6,ERANGEL,2U4GBNA0YmkJ4K75rgzpQfR1ch16GvMT171gRZgGVkJdEd73n37kSpITr0jUFqwP,1203,Epiplon98,6.0,298081.0,378893.3
976,S12K,Ferrystyle,12.0,356177.2,322006.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,338,pengrage,47.0,355942.4,322106.2
25166,Down and Out,tsymengyuan74520,1.0,468562.3,297401.6,MIRAMAR,2U4GBNA0YmlIILYkBVit8oUIrdOE5fzGROgk11cjk6nDe7gF_f8qy4LQT2y-rmAQ,887,23playersleft,17.0,457948.1,298783.3
53330,M416,luckystar66,7.0,344086.5,161341.5,ERANGEL,2U4GBNA0YmmftIQEXlKTsFco-xpnHjSPXKdrNAoRqGbb10LTeB4E_Y073DEMc1fY,207,HG_Yayun,26.0,344409.6,160801.8
40313,Down and Out,YoungMiyagi,11.0,614251.2,373836.8,ERANGEL,2U4GBNA0YmmJEXKJXIBPZ1X4uIQ66T0wVUL1EadrmnqwNHTkkkuJB1Kou9C8l6E9,1487,Ricky__Spanish,10.0,630737.3,383816.8
48216,Down and Out,SummerSunnyGg,1.0,446651.6,631123.4,ERANGEL,2U4GBNA0YmkYgs5wZQMtfWgRf_4NNW0zq3U_4Ae-9EKoBzUKrbAfcT7hBmi1yIKh,529,THEkingOF_98K,25.0,443757.8,627687.1
1395,S686,Braze_It,32.0,427485.8,636370.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,109,virginiaaaaa,41.0,426731.7,637063.6
38467,M416,Voolesh,3.0,582567.4,337356.2,ERANGEL,2U4GBNA0YmnvTLNQcvugGGUkJo6A6MHcpeYBY4frxKA90A-BQYq2FiTfa-Rso99x,1539,Shattered_you,13.0,579814.9,336781.8
13891,SCAR-L,mi__baba,8.0,210187.9,274507.2,ERANGEL,2U4GBNA0YmlZmPUcSORP6ERBK9Hjg-KSNTVeDthvoNdsnTStR5ruNB6AXc92YCYj,928,xf1998,21.0,206046.3,287830.8
11238,Bluezone,BigDick_Father,3.0,372118.1,200228.8,ERANGEL,2U4GBNA0Ymlx2KYF9mAf5iyzE6h1Z14kkpijJUuDqRojGYHPI-LdYUCzBWg9dG7p,1764,Leo__Y,4.0,362920.5,195906.9
16453,Down and Out,Aggro-d_Cragg,2.0,376240.6,234629.5,ERANGEL,2U4GBNA0Ymk0Cs78xAwc9PkYlLdfCeSS1I5YPzAp2LCW5QJ6LTUCN6mM1vHdEqpO,1665,bosslong8,5.0,380804.7,235875.8
9428,Bluezone,,,,,ERANGEL,2U4GBNA0YmmkSI66uqmO1tdpb1le9dHphK-SEiVW9bCyMMsUkK6vQnphP5b0whsE,779,As4ny5A2Mj,22.0,0.0,0.0
11423,Falling,,,,,ERANGEL,2U4GBNA0YmmZM3zTPzqCFVXmruC0h8FBfmjMCXmOdE34gF-DFhEYywGdXyNVfYzj,301,timurvoskr_SPB,54.0,348362.9,549590.8
30657,SCAR-L,WEIQIANGJJ,19.0,207543.2,271070.4,ERANGEL,2U4GBNA0YmlJLpis2HeOXScUICa8L19C0k-UH2N5Vxt_5FePifr_L6E0392OWImn,399,mumusos,33.0,207945.1,272752.0
28403,M16A4,ZZZZZZZZZZhou,28.0,414939.9,293094.2,ERANGEL,2U4GBNA0YmkHkHlMO295wI8pZ6b1PFlGsEJvuSeU2ZwXxA6VvG2ZTyxKg5VCERyg,512,KuSeO,34.0,392046.5,299897.0
23008,UMP9,MasterKungFu,15.0,435414.8,187139.0,MIRAMAR,2U4GBNA0YmlCF7Oa8xnJV0YHQuLQVFhHufMrk1LsuYcO_V234U_5t3nA44XqLUgp,336,GengAiren,25.0,432847.6,187552.8
30896,M416,tafuqin1,17.0,369371.8,424329.2,MIRAMAR,2U4GBNA0YmmXrVLu2Vn4ujdrNB_aGKsJI9GMGwhKGClqp51y_fRFF4L2jfpvP5F3,222,Mr-D0GE,18.0,369876.3,423914.7
39706,UMP9,zhao1016,17.0,366397.7,412001.1,ERANGEL,2U4GBNA0YmkRi6eXRrXy06F_pILr7pzTIEep2VuchK2AwMZTQqWjaA7LtHAzmind,682,yukiko_808,23.0,365503.6,411340.1
46529,M416,Ruction,5.0,282046.8,537545.1,ERANGEL,2U4GBNA0Yml47ZlJzZU7Z7rm_FH8y0lEcdzsmLN1JW2ZFl75QhR5RZSC_ZaXkyhC,1266,Madliny,12.0,282523.8,538607.6
10459,Punch,1711043047,29.0,145118.4,436664.1,MIRAMAR,2U4GBNA0YmmCiPgI0pIAFnLn-wsM6eOn8Hu2GcnT__YCFo2k8LtBGoV9Gb5cyk7n,131,WhxIoveyou,23.0,0.0,0.0
9483,Down and Out,Brasc0,25.0,660268.2,472915.9,ERANGEL,2U4GBNA0Ymn9kFuSzC-IE4VEMFh2S3BkxZ6yKMiZPb9uI9VwpdMKdDwQE2-ye26J,594,bearrr_,27.0,659981.1,474742.6
50214,AKM,zhou7766,1.0,596010.8,417143.4,ERANGEL,2U4GBNA0YmmLVfSrVSsNmHSbPqIwcfZjNHruU-gTcG7648ZGdN64eUOQpIbjnBXy,946,Bloodybk06,9.0,599081.7,417263.6
30369,M16A4,wJynpy,15.0,159018.6,276227.9,ERANGEL,2U4GBNA0YmnvaPVo15rYOCCEDmQ7ED8i_BKq1SJhwZCcRXpCrA0D4SJ9di3A3xGp,144,Countrysidebare,78.0,158694.6,276485.8
49702,Down and Out,huangdaxianxian,22.0,457212.3,644458.0,ERANGEL,2U4GBNA0Ymn77V8CwcSStCjG1DVnPEYo3OFAj2h4lOxTDg3ruDCRSPiTt9rOrjhq,407,The_Moistest_Mop,28.0,457083.6,643815.1
17070,AKM,ScabbyCabbages,1.0,709722.4,334993.9,ERANGEL,2U4GBNA0Ymkj5qZk_QW2393G9orslCRxCmHbFVkw6WE4CgHP68Pfbizr5GTapmPl,270,KageOS,23.0,709470.1,334886.6
36306,M416,Bee-K,9.0,468632.2,472498.6,ERANGEL,2U4GBNA0YmkwMVJsM2Muxugj3XxA_SVJgzhOn7Xxt3AgJr0uCdl1T2p9hT_E7Voq,890,YngJunDeWo,15.0,470875.2,474810.9
2201,Grenade,Nzzzzzka,7.0,386151.7,494320.2,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,1203,BootyBumCheeks,16.0,389542.8,492989.5
55954,Down and Out,TDTTTY,12.0,431566.6,695908.3,ERANGEL,2U4GBNA0YmmGpDqKAkw7uMOV2G6gLid_FA_xMbyptTEI-Pns3wvaFq1dDSmN1rrr,228,lisao_Uncle,17.0,431495.2,695944.4
32175,Down and Out,Scuzzzy,7.0,375532.5,363338.0,ERANGEL,2U4GBNA0YmmiyPHyWYFiJ9f3P75iSKKehWVvVB_f8hJVELq6WknfV8LL7MSyB0KQ,514,Bigtime_Zerosix,17.0,375181.6,357547.3
49979,S12K,Mk_KiLLeR,4.0,643190.4,369723.5,ERANGEL,2U4GBNA0Ymm-ZlV6fkOrLYmh50Dn3hnQuL1f9QqzBdpPs7o2hTwa-LTlORbte9yV,793,Satchboogle,18.0,643444.1,370358.6
35909,Down and Out,#unknown,25.0,169344.7,281239.2,MIRAMAR,2U4GBNA0Ymkem_FGNZudY7WpowPIJVXvEjyf97_mUx313bxXq1XZptcYL-bil90i,547,JustsosoM,15.0,155599.6,282022.6
28355,Bluezone,,,,,ERANGEL,2U4GBNA0YmnnzSc3H5YNYfRW3MjpKxaxqWtAt7B2pf6EDCsu2Wye8nKxz7tE_rnE,1665,LH-LuoMu,3.0,388592.6,494127.6
51410,UMP9,Swift-007,40.0,334357.8,167582.6,ERANGEL,2U4GBNA0Ymnvc6PyUeZxVy60oP0_-6TIUnOKW0-_0OsOyk2zqaiWbTaUCWv5Dh_-,204,CM9988,33.0,334389.8,167796.0
28500,M16A4,ZhongDai-,14.0,465564.3,641621.1,ERANGEL,2U4GBNA0Ymmi_1k_lUvbhD3G8fnKIoQJ5ErKTInrwaF5q0PDcQrv4ChWl0eSygsO,418,pepsi3,31.0,465309.3,641399.0
2806,Kar98k,NAIGEN,1.0,217788.6,283219.5,ERANGEL,2U4GBNA0Ymk9oWjnPmYXWVwfOe3D-owgLcMqizYDazwhqu6tKBLK_OFrxSLqNWwI,502,SprFiend,46.0,226718.8,290454.8
29462,SCAR-L,Song-de-yi-bi,57.0,350243.2,297817.3,MIRAMAR,2U4GBNA0Ymnan5C5UdGQ0Y_ahvK5mMq0KLFXQ3QMAmv8e82y_CnEzpKpgkyfhPY3,145,stanley369,75.0,348287.6,298982.2
21994,Falling,,,,,MIRAMAR,2U4GBNA0YmlukFw3dvz1UO3PDgye5yyr136uPClyNsPwJ8Tz3XcUSUFleD_Ikmlt,635,NO_1-Riven,48.0,762258.1,468688.7
4024,Down and Out,Sceranger,3.0,446994.9,629974.6,ERANGEL,2U4GBNA0YmnUX8tPU61HZRcRoGWE48u9_mAhu4VmmphV3S-xkb4HgExWgoOQMIH8,330,Ubercaboose2,34.0,446439.2,633810.3
14723,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymk6rGUJleEA5-7YZ7adS4cC6kqYEzPhF3e96pIvBLTHVtTglyW1YLDa,1309,ruonan1024,11.0,330951.8,556627.9
6275,Mini 14,Ghw-Kevin,1.0,308871.2,393747.6,MIRAMAR,2U4GBNA0YmkBdWOTl0viZyP9BZHq6-ofZRBEjZ_gLlyDDSM8jJks2pTrmSEPTq3U,1135,Sean-B,27.0,258202.0,451304.3
12503,Grenade,edcofzhanqi,18.0,693502.3,342649.6,ERANGEL,2U4GBNA0Ymn15az1IoHssuKLMRTbs2uOLTcZv5KeYvmra_kxmVT3nhi99mGpJ-58,555,edcofzhanqi,18.0,693502.3,342649.6
51868,Down and Out,hoangheo055,27.0,710486.4,55802.28,MIRAMAR,2U4GBNA0YmlIKSh2_M1TT1Q4YXWw9lxua1AgG1MQTTpNyUkKxAVxO5NGPBWYToWY,191,ZhaoWang22,5.0,711753.8,55203.14
25557,SCAR-L,0rnn,1.0,519969.2,313399.1,MIRAMAR,2U4GBNA0YmmSP3cpzTd-S2HrPt2C7Auws4So1_Q_30okzBFjwt3NywN3qkj10KlZ,1481,Temperamentboy,6.0,521258.2,315862.7
28306,M416,LeeKzOrz,20.0,551607.9,228465.0,ERANGEL,2U4GBNA0YmnnzSc3H5YNYfRW3MjpKxaxqWtAt7B2pf6EDCsu2Wye8nKxz7tE_rnE,215,LIUPANGZI_SHD,25.0,551419.4,228579.3
36454,P92,BillyKnutsack,56.0,590855.7,474164.5,ERANGEL,2U4GBNA0YmmZbBnzhd9MFivTCPNOBL_E284ktWGaOq18A9lpNRsGcmIKkom3YZAY,117,pandalovepepsi,76.0,590009.3,474712.2
46753,UMP9,ShenDaGou,1.0,379848.5,474897.5,ERANGEL,2U4GBNA0YmkZCRpc-wjA-LEGR85oa2yyewAiSh14LvzY0wyZgIRNzn6SfqNWJkKq,582,ynzxlkw,28.0,380552.0,474553.3
43323,Down and Out,Ekko09,1.0,454058.0,397469.1,ERANGEL,2U4GBNA0YmlEUIW59db_nY9uP91SzYP4Fqoa_TwgsLZQkxSqcr65Cucho483Zs-Q,1705,Wuya523,4.0,454052.5,395920.8
42069,SCAR-L,Su_Ralt,8.0,413049.0,214851.2,MIRAMAR,2U4GBNA0YmmzHdZ_4vYxQxHXiKjfX9WiACDasGjj6DHiZwE0Kw7b8VrlvhHKCUeC,1552,Nevermore_Ku,9.0,407155.9,216165.7
31977,SCAR-L,1248424789,4.0,412965.7,481218.3,ERANGEL,2U4GBNA0Ymns3eflZ5A4IMM7knootE7o135CwL2wyE0Yg0uyiUnTspttBy01Z5K6,1602,RayzTW,9.0,412800.4,481395.6
379,Down and Out,zuoqi4281,33.0,425016.1,326853.0,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,123,Roc72,49.0,424995.2,326771.8
30697,M416,GoAheadTry2Run,3.0,435237.2,633203.3,ERANGEL,2U4GBNA0YmnrhM0wvBM56ZpK8gZaZvtUQSPt1OBgGFdp-h2C_lAgAU4MMjkombKL,644,Stoneyboss,18.0,434944.6,635582.4
52914,M16A4,Kirgaya,34.0,359358.5,406422.8,ERANGEL,2U4GBNA0YmnqVdHhVuv2P_1TwB7NPbxmICvumli3Cg5f9MN0sYOw4MUBGhk_aRKn,303,DeeFist,33.0,359569.3,406244.0
53290,Grenade,NorthernSoul01,16.0,550685.3,363396.8,ERANGEL,2U4GBNA0YmmftIQEXlKTsFco-xpnHjSPXKdrNAoRqGbb10LTeB4E_Y073DEMc1fY,691,NorthernSoul01,16.0,550685.3,363396.8
37056,Down and Out,KnickKnack101,34.0,369738.6,412500.2,ERANGEL,2U4GBNA0YmmPEmKBrmZfWFVR9caGAWxTJUilIKyNqyS6rfIijC3l5WvJs0xQu-Jc,110,Neszpak,49.0,369854.0,412498.3
38091,Down and Out,HONGXUXUBABY,11.0,367280.4,421254.0,MIRAMAR,2U4GBNA0YmlmN9OV04IhlvWAEi5_umKbgD3OYbUyA1eaShe2bscyPIyHJGIPHWNj,121,kirakillkid,27.0,367372.3,421211.6
21155,AKM,n0thin9-,3.0,604345.0,598576.9,ERANGEL,2U4GBNA0YmkL7PigdYttG60Uph-QfnyBok6LnHo8_RF6MV7-o8hOY2lYw6Zoft6k,238,lilynrd,25.0,603658.4,598598.3
42642,Kar98k,LT_React,1.0,397968.1,198535.0,ERANGEL,2U4GBNA0YmntAuEGYrwhwrqzvOsjp5EAt_f80Pj0GxtxrsZNIraDCeJD1plf11uU,1742,OneEyedEd,2.0,377919.2,196957.0
25141,Down and Out,Alkalis,18.0,441322.3,305947.3,MIRAMAR,2U4GBNA0YmlIILYkBVit8oUIrdOE5fzGROgk11cjk6nDe7gF_f8qy4LQT2y-rmAQ,860,Tidus2172,18.0,441193.4,305949.7
31343,M416,Daxuan666666,10.0,283021.2,324721.4,ERANGEL,2U4GBNA0YmlXLR3oCf8WMWPHXjeoq8fScVQEyyZhBRPGqCYnVC-Nh0F7OC6XQsRi,1030,Chen71,17.0,285029.7,325552.6
33179,M416,Laizijy,47.0,678117.0,44679.83,MIRAMAR,2U4GBNA0YmlAwEW5XBwGt8MGtd5pDyQxQ51UHfTq1HqRLbOVpp4_jPU7AddJ746m,324,Akon93,50.0,676781.6,43743.88
44195,Down and Out,granola_bar,17.0,624716.9,379132.1,ERANGEL,2U4GBNA0YmkRDq_a93MHeDxL-u0h18VzkAaLsmUYqqDwRgHMXWfdqEetmsgd76GI,186,tbav92,22.0,625492.6,379323.0
15453,AKM,luckyme414,4.0,448828.6,571446.1,MIRAMAR,2U4GBNA0YmnSmtdtGz0yYLIkikSMjnYDcGGZkvlVd_mDkMiC6DhawPobMz7hJqT1,848,nidawoya00,13.0,449436.6,573090.9
48685,SKS,HowNeatIzDat,7.0,537303.1,416993.5,ERANGEL,2U4GBNA0YmksvQTm16_nH_hWrZVQ6c_0xbUDEnxDLw2COO7QUkeJ9hrCRGxWWZuQ,1498,0Saberlulu0,16.0,528446.4,410756.6
483,Micro UZI,JackieCOC,5.0,354025.6,406654.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,215,masami-_-,76.0,353412.0,407891.8
17546,Drown,,,,,ERANGEL,2U4GBNA0YmnmCXkd3U_s29IXq9a64S6UxjZmeLs_LQIUPwnbH_KYoKqXPfITPzvs,309,wuxiansen1,22.0,403166.2,498921.9
35741,SCAR-L,xiaotao123ss,25.0,367142.8,423444.4,MIRAMAR,2U4GBNA0Ymkk4WNxi9WgDtyrytfkeTF7U8LFtd4qbRlxhlXiTn1wHXXb5SzesJmB,140,FJ_99,,368538.1,422218.7
39478,M416,#unknown,7.0,525059.6,509720.1,MIRAMAR,2U4GBNA0YmlcBGCkOepi_9efpb6LU-OAzTY85g6Skhiccuqtp--_4mwOlzj-V0Tx,1448,AAAmos,10.0,527911.6,512756.8
10223,M16A4,ThisIsBlur,16.0,334813.1,376655.8,ERANGEL,2U4GBNA0YmnBR4559kTVsNvXqS7iLvbpqAudhPsbeFQuYYTXwQPcDRYRpUr5VUml,447,Doyel,12.0,332186.2,378571.0
27710,Vector,lanpengfei,30.0,216535.1,278346.2,ERANGEL,2U4GBNA0Yml9eSVByAPeLciLoaNvAYhck4RjqR64KHRoOj5HEoREiRKzm0PVZdJT,110,wssb-ac,31.0,215878.9,279545.7
37704,M16A4,Junjie1,5.0,559608.2,136448.7,ERANGEL,2U4GBNA0YmlEJvPq6T0js1DB4VapuVOV_FCmVM-Y34TxKA9slp64dhtRioRXfDGj,97,LHM520HAHAHAHAHA,22.0,0.0,0.0
46892,M416,MariotasStache,4.0,533769.4,307767.1,ERANGEL,2U4GBNA0Ymnu1MtVlZKT3-vDBHXj6xdCvdPk_4ttYK7JPQ2htI9-D6TGZzt1LGpI,1783,SGTDWhiskers,5.0,534099.1,307517.7
30005,Down and Out,LeoLucian,4.0,384744.0,384365.8,ERANGEL,2U4GBNA0YmkmzgZ8j11UhupUiGlqHEwn-c0K7qW2zo_yHolxcxrV2QDTNSjx1wPd,1733,Johnnythejohn,,368758.5,379443.6
24559,SCAR-L,chinaliaoqiang,7.0,335460.2,227814.9,ERANGEL,2U4GBNA0YmnNV2s8PoWc2jpsQJVw3pQ47CwDmz9vA_BXiYty7KAdLB9rTFcrojZ3,1258,zuishuaizhi120,11.0,333200.9,227256.3
561,AKM,Zou-ws,25.0,467901.8,643930.4,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,223,H7N3,36.0,468285.8,644154.3
27241,M16A4,ShuaiKuLe,4.0,503836.2,232679.4,ERANGEL,2U4GBNA0YmkIUFsXIWKayrX4i9TVxiMl1_a0kRA0IfL2ooJz5zsJcclJWEtgRAL2,1071,Ithikuss,16.0,502993.2,233117.1
20423,Down and Out,Aperss,22.0,460173.0,473997.3,ERANGEL,2U4GBNA0YmklsPM3gor-iJhj_pQLGTMmmbyFEvsFpGXFHKQXWS5UVzLzbPTBG8Eo,359,SuperMrMa,36.0,460387.8,474338.8
54390,Down and Out,A-woain,27.0,531278.8,225374.1,ERANGEL,2U4GBNA0Ymnh6kxyJ8TIXSqOfnJUwbHup234D6RsFlYdOI-nGYZ1hyFwiTSOgf_P,1071,WorldGuyGaming,7.0,525429.7,221461.5
27702,Down and Out,xiao_o3o,4.0,278491.6,541286.4,ERANGEL,2U4GBNA0Yml9eSVByAPeLciLoaNvAYhck4RjqR64KHRoOj5HEoREiRKzm0PVZdJT,1785,soller001,5.0,276619.4,543231.8
28374,M416,phanSTARZ,20.0,550369.4,230593.2,ERANGEL,2U4GBNA0YmnnzSc3H5YNYfRW3MjpKxaxqWtAt7B2pf6EDCsu2Wye8nKxz7tE_rnE,149,wangjun-diuou,25.0,550657.4,228754.4
31396,Uaz,HU-GGB,10.0,430190.2,390669.2,ERANGEL,2U4GBNA0YmlXLR3oCf8WMWPHXjeoq8fScVQEyyZhBRPGqCYnVC-Nh0F7OC6XQsRi,760,5488666666,19.0,439887.9,388896.3
29975,M416,bolsa,1.0,351971.3,379140.7,ERANGEL,2U4GBNA0YmkmzgZ8j11UhupUiGlqHEwn-c0K7qW2zo_yHolxcxrV2QDTNSjx1wPd,1534,CarlstonS,10.0,353997.3,377593.8
17904,M416,Gr8Brandino,6.0,357472.7,256766.4,ERANGEL,2U4GBNA0YmnJ1IzyAlPnVxbdmZRDFIQVS5S6MPTqTINWKkvvrg3Ek1CjdS4clE-S,1581,wedison,4.0,358635.8,263365.8
36959,Down and Out,Lostball,6.0,302238.6,314597.8,ERANGEL,2U4GBNA0Ymmrno6rt5RnBKrqC1RITQWt2Gy9utkXyqWYIbqXFgwHAHhYGkTKIvZJ,1113,Takeoff7,14.0,304460.8,313924.2
10424,M16A4,Tays123,25.0,369345.9,429894.5,MIRAMAR,2U4GBNA0YmmCiPgI0pIAFnLn-wsM6eOn8Hu2GcnT__YCFo2k8LtBGoV9Gb5cyk7n,277,Pong_Yang,14.0,369507.6,429090.5
1089,M416,PiaoJiyuan,5.0,322880.8,525573.4,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,1597,chaa33,6.0,318919.4,524450.4
45903,M416,ashionsun,2.0,486135.1,347798.3,ERANGEL,2U4GBNA0YmmdIcJr52Ok1HIkWu61yFQQlBNnpG3FdNpOm9S6l9y0OwEhuXg2Nwrx,1916,RPrice,3.0,489576.9,349724.1
45128,M16A4,mutrend,1.0,584349.4,397020.4,ERANGEL,2U4GBNA0Ymkj-M4IcBCyd8J2Hfu2-Xdc1066csiECZ5Nr9P1XQJQc4rNlhjb-Je5,1853,liuxinyuan2017,2.0,582157.5,394108.2
52200,AKM,fengxianhu,11.0,211214.0,416954.5,MIRAMAR,2U4GBNA0Yml8IGjSoFJkdJ6XQbezUmdz4gj7oMVhKY_vtAzCsktsYjUrGapyUH6D,792,XUEBEIMING,26.0,211400.5,416974.0
20881,UMP9,zxd0007,1.0,248546.9,139293.4,MIRAMAR,2U4GBNA0YmksA8JFvLjMI7OsnKKLvJ3U7Ycdo7etAKAvet4oC2XY6rJVFUBFvus5,255,McTJSs,26.0,248509.2,140263.7
2442,S1897,Pyllapia,15.0,154282.7,318197.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,109,gaosheng0518,43.0,154784.2,318066.8
6343,Down and Out,Strawhotboy,2.0,643110.7,372447.3,ERANGEL,2U4GBNA0YmmNda7rFfvn-ZVSnpD4e14wBCKCdD6h2Pr5-Au61Oj4yf48-LIn2XhA,1680,WLhote,3.0,648694.8,371951.6
25174,M416,Courierisme,34.0,369048.2,428900.4,MIRAMAR,2U4GBNA0YmlIILYkBVit8oUIrdOE5fzGROgk11cjk6nDe7gF_f8qy4LQT2y-rmAQ,154,FourKnave47,43.0,369005.7,428822.9
13127,M416,AWMs247,25.0,387376.6,293802.7,MIRAMAR,2U4GBNA0YmnoW8afpHFqvydQuLzOCEJkMcGJZvC0XfmIBDrrmpXLRz8D_QsqTFmb,366,xPsychJokerx,54.0,384593.7,293552.8
39603,AKM,QNKEY321-_,9.0,380883.7,477549.2,ERANGEL,2U4GBNA0YmkNWev9riTa3FTlTB_F4kd07qy-gGBwFWuvt9RA8Wacz1QooYQLQuqX,796,MagicalSaint,44.0,380345.2,474849.6
52364,M416,Dizzaman,54.0,438766.1,281347.7,MIRAMAR,2U4GBNA0YmnDQiYKIN24JPdd6KAQbn1KrpK7AkNqyDMBbC-zVBP6FRVKHH4wElx5,118,God_lele,70.0,438569.8,281562.0
8958,AKM,QKSS1,18.0,608586.8,478266.1,ERANGEL,2U4GBNA0YmnA93sxCeD5NDZGrca0DfgDgn7RDZEEy4u7m7HtXAUHg1ibqmaPdtsL,789,HNX998,13.0,608398.1,478439.5
24963,AKM,daymian,9.0,401954.6,448440.9,MIRAMAR,2U4GBNA0YmknMp2sf5aF3TRamAhwLn8rJionv-O_nvaP0Y8JA8gf2oigs5E_a2S5,770,Tuhermanaentanga,20.0,401956.7,447591.6
44906,SCAR-L,super_hair,4.0,313121.3,359259.4,ERANGEL,2U4GBNA0YmmKTnVJVuU2UUrlpGBZq3K7svs0Cr0AzTCizTkziHbyljXvzhk1lInY,1608,Zking6666,7.0,316215.4,365897.0
18912,S1897,lgcj666,35.0,371141.6,414735.6,ERANGEL,2U4GBNA0YmkKXcFp82-gZ7zw1Vsy3LFZRgs28VupK1jLL9J0SVC2FZhH48iGXLlY,197,HAOHAN1231,42.0,371441.6,415089.2
22513,UMP9,OOOOrangeman,17.0,371104.9,423028.9,MIRAMAR,2U4GBNA0YmnbFJIEj8a-LC82U73yUoYRWU02a9s7A03YMTEiQ9p-C6qanveqNPD5,184,ygses,15.0,371136.5,423270.5
15440,Grenade,zhangweizhi111,14.0,268560.4,256157.8,MIRAMAR,2U4GBNA0YmnSmtdtGz0yYLIkikSMjnYDcGGZkvlVd_mDkMiC6DhawPobMz7hJqT1,809,zhangweizhi111,14.0,268560.4,256157.8
