,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
985731,AKM,EVEwork,1.0,408079.3,200086.1,ERANGEL,2U4GBNA0YmlCGgMA84TKtwKU8e2AgV3RXPqfv2dBwU9V8RoJ58XZS4NRnncuL0Zj,1933,PEPE-NUMBA1,2.0,412639.6,197379.9,True,1
13358800,Down and Out,Yi123213123,1.0,408422.3,541008.8,MIRAMAR,2U4GBNA0YmkCqgE8Cp0a5jpJek9vnU2rLi7njeNmMY0V6eNkxkY2-_s2NmKoCYdI,1652,HYH19890726,2.0,410269.1,568940.4,True,1
2638509,UMP9,batulu,1.0,325301.0,471983.2,MIRAMAR,2U4GBNA0Yml73quadZldzaHP8qxnCO56d6AoqQv4Of2D_JL_tU05T1bkCzojhjYY,2126,NichoDeus1106,2.0,325573.1,472472.1,True,1
8717614,Down and Out,oshinoougi,4.0,335605.5,663461.1,ERANGEL,2U4GBNA0YmkmQgK_4OgvcDUR1nmRnh65zUFGKpdm6hyBd_bTdJKS_funGQBHyYf4,1713,Russell_Crow,2.0,333634.4,664079.7,True,1
11613779,Down and Out,liu1211,7.0,497748.1,482437.3,ERANGEL,2U4GBNA0YmlZiU31_trQZe4RLPVDGedXxMLlvDx9U5oMhkCoF9oxbEDz2gnPUeyc,1677,Maresare,2.0,502557.8,470984.2,True,1
2824416,M416,who_care,1.0,662680.8,402231.3,MIRAMAR,2U4GBNA0YmlfXidkWxlv55Eokya7Le00JihuRlAW6-ql9TmZ__LAW20tJLdUKjo4,1691,MaoQiu1993,2.0,667243.0,385073.8,True,1
10250526,M416,EReerr,6.0,508914.6,495919.9,MIRAMAR,2U4GBNA0Ymn0GUZs-ZHNCoC3bgQKoagEAPalE9OahfZYmayZnU9p_lggMuX56E-P,1465,#unknown,2.0,509585.4,496443.0,True,1
12462181,SCAR-L,RikyLeksen,1.0,293681.2,125610.7,ERANGEL,2U4GBNA0Ymn6l0uaBoWgfUuVzR3Xzt2NEW39u2jbi2NK5g_oZEtP2zEpJnmrEyhn,1774,Bigfish2017,2.0,287447.9,112781.2,True,1
9589081,Bluezone,wosinideqinbaba,4.0,0.0,0.0,ERANGEL,2U4GBNA0YmmsteEsT9tP3gYHWbGlCsfDIaCAUMlCt1YiDwdfKORE4t0EswwgYWwG,1873,NineInchesSoft,2.0,602094.3,478655.2,True,1
10703777,Grenade,gto-pz,1.0,433396.8,499414.2,ERANGEL,2U4GBNA0Ymm7n7_u4iCgqzaejSgOhzGFu01QY0RpK6lzxI12V52tbUsACnnfutzM,1771,cingie,2.0,439803.4,497387.3,True,1
449753,SCAR-L,banwanqixi,21.0,257492.0,604861.3,MIRAMAR,2U4GBNA0Ymn_AEFzz_s9FgTC1V-cckyDEOzZGk21gxX9wP2IEWEgOY7Fz6EuZcBS,1786,zzzppp564165,2.0,256018.9,601380.6,True,1
4017501,M416,qwqbwb,1.0,328575.6,125409.5,ERANGEL,2U4GBNA0YmkSAv8xLMJJ2j6CUhgRF_dmTDrU_Gz_NM9rcDNHOiWWjU6R5qZtuTKB,1804,EZYezy,2.0,332353.8,122246.7,True,1
456797,M416,LIUDI460047597,1.0,474832.8,429252.2,ERANGEL,2U4GBNA0Ymm4ZHjbgSD6UzbjxL5uW9h2Ni7fwqjgs6npirWOyegqZVF5EttKAh72,1853,IREQ,2.0,468343.8,432078.0,True,1
1235576,AWM,HurtslikeAnal,1.0,482691.7,596776.1,ERANGEL,2U4GBNA0YmlpOTwUCWDHcPYc5ijBobA2grye0PAngVOMLjenLoOBI848bm04GiyU,1897,undeadLv,2.0,484159.2,594982.4,True,1
1218755,Down and Out,ZAHNGCICI,1.0,457874.5,407927.7,ERANGEL,2U4GBNA0Ymlh41Qti0MrFQ-OAHf_JORcqNakgPMzDaM4QqQudLG5mzCig6-JrGaU,1725,china_qu,2.0,443333.0,406250.4,True,1
6150572,Down and Out,1HP_Pirgos,1.0,509156.0,265355.3,ERANGEL,2U4GBNA0YmlKcCdMlB0u1gUil5kiS8xA3F0czO6Z-2ZKTTeT6rEfgoHZ8K6duHoB,1896,wuguixuchy,2.0,506869.9,268981.5,True,1
3837420,SCAR-L,GONGDAPAO,1.0,457149.3,589697.6,ERANGEL,2U4GBNA0YmmxvwIAMycZ-QcukgObqu__qtRYCc1xC14mYVocpa2TRdMc-kCxI2LN,1821,daHIPmeister,2.0,459046.9,590022.1,True,1
854775,Down and Out,HotEyes,1.0,327875.3,551738.3,ERANGEL,2U4GBNA0YmnnC4DdLSAqJw3bDmH8NmJCGoc3ISHTNmND9zkr8f4GfHMGXD7fDSUN,1883,KONG-----,2.0,326354.9,547776.6,True,1
6226907,Down and Out,a0d8,1.0,402555.8,427501.8,MIRAMAR,2U4GBNA0YmlnRzuJsIyf5wtq_Q0KVscShwndspcWLwBefy6s5CUM26yTw20Q_Z-7,1828,VortexIII,2.0,405523.6,435077.5,True,1
6107939,SCAR-L,a2200,1.0,522098.6,303688.6,ERANGEL,2U4GBNA0YmlK_FFNvKe568oC8q9TmYLUsHrJ6VbQU8dVw-LO8rZXwvLn6PmPzZGk,1835,destiny_yu,2.0,526640.9,303133.9,True,1
3703830,M16A4,mrhuashao214,12.0,264200.0,531812.4,MIRAMAR,2U4GBNA0Ymm3gY-QEFZHBgrNsCOyvUBB9xUfYkbXmws873GEayNXZMh9QYxlmmfs,347,AsssJenson,2.0,264664.9,531981.9,True,1
10763798,M16A4,www-long,16.0,584026.2,477796.2,ERANGEL,2U4GBNA0YmnMsnpk-1Ws5GQRGSRjBXLhcYO5y4ZCAeMAXyPn3lc_OrzPuoybTLQe,846,MO-II,2.0,578753.1,481605.6,True,1
4057973,AKM,Tubbernuts,11.0,389774.3,286725.1,ERANGEL,2U4GBNA0YmnhpUu1YWIH3ERfSyUgQFpdw8u7q1Bk5phSGGUpbPSn4ZX2ph9yohIF,810,VG_FxF,2.0,385004.8,279657.1,True,1
5614036,Vector,No1_Chinna,1.0,612572.9,659024.4,ERANGEL,2U4GBNA0YmkOdpOsuYnn8AljiH_nyUi1uleu2C-rIGzKHVsDA0waIWeJ-NTg5wzB,1933,Raiizur,2.0,613376.4,656536.3,True,1
2288786,AUG,junujun,1.0,324146.4,651168.1,MIRAMAR,2U4GBNA0YmnoFucRYEhi6QtZSypVwcbBslaOhSPCZbFE0w3oInV09FipbYfqmsE8,1823,asdassad520,2.0,325109.0,653022.9,True,1
11127992,Down and Out,SatanVN,1.0,183677.1,148002.6,ERANGEL,2U4GBNA0YmnaIOXUnO6ekJ24GOxpGE0mjEyu626CrEsS5SLKyxhL8DF9RpIUImeM,1837,GOUBI51,2.0,181586.8,142075.4,True,1
2665605,SKS,bottlemn,8.0,182428.6,452359.6,ERANGEL,2U4GBNA0Ymn2EFK8GMCYGduMVH8Wxpo1jcVz7cvLjbCjvqygFcWg1R3Qnw4iZp-q,1310,LordMapache,2.0,175869.1,443746.6,True,1
1862250,Mini 14,HellenDepper,1.0,571700.1,253651.2,ERANGEL,2U4GBNA0YmkF7qvlAR5TbEC2lD8BetveHHFCLMdOvNaGRrXNnKNeQ_wu32xfzFm2,1878,Silence-FYQ,2.0,573319.4,261462.0,True,1
4597495,SCAR-L,ebeesal,7.0,551604.6,337183.0,ERANGEL,2U4GBNA0YmkQurtBX1to8UpKevS6EYbpFEJGvN4W2i10W-iuUWh8bny2P3oDDpyW,1627,bornfight,2.0,553898.6,337626.2,True,1
2038134,SCAR-L,Yolo_Swag_Money,1.0,530544.6,365567.9,MIRAMAR,2U4GBNA0YmlIrsZr4yNQ1c7uwRZa4jb-HO1dytWFsvPba2WPvDa8PB7Fw8XYUCDl,1969,Puppie99,2.0,529872.8,367856.9,True,1
870718,Bluezone,,,,,ERANGEL,2U4GBNA0YmmoHGTJp2Jhye9of38rW-HifXlye8L0N3d1VYn6Xb34OUiiVLZOADMB,1765,Brother_JIN,2.0,436535.1,120250.1,True,1
12094675,M416,Suwo,1.0,203179.2,463214.8,ERANGEL,2U4GBNA0YmnDfFE6dZMN09T0ujrcq_-pGj7HW3vnDe0AYiqW1UdCRR_XPdvUP7tx,1784,sunliululu,2.0,209580.4,464557.0,True,1
10968453,Groza,camcole,1.0,696489.8,505452.4,ERANGEL,2U4GBNA0YmmY0dvG9dlsK3S6EiptZ_uj-NNXPnWzW0TjBG96l5iCT0HQaVh93-2J,1857,Firearms-icey,2.0,697229.8,504807.1,True,1
10006441,Grenade,Bullyingboss,1.0,464181.6,444805.8,ERANGEL,2U4GBNA0YmmN2sZ7L4P0mCXXrCTQaY2rgRlq9-T-yVPMQ7zCHb1d4o508Tqjd1-y,1815,0LIE0,2.0,460991.2,448653.1,True,1
2709921,Mini 14,OpsecOdyssey,1.0,300862.2,466761.5,ERANGEL,2U4GBNA0Ymn3OJu9rlYz0QVEJIg_jRjcZynXVWpoyIsCelPX-7wCTptOJCO6Sq1h,1757,nimaG,2.0,301125.0,485501.6,True,1
7848830,M416,zhasuojio,9.0,210235.2,356193.0,ERANGEL,2U4GBNA0YmlHzBzb4oNsyLmFHS0BWCRb0aDL8FWoKO3qDb229CvE9RBRKYtpIw4T,497,Dingzhixian,2.0,211855.8,355728.0,True,1
9527252,Mk14,Chinapall,1.0,414730.2,382306.0,ERANGEL,2U4GBNA0YmmOFhb9QCxcLut6XVLM-gJTS92q8ye7ISZx9gqj4P5ntau1mZk1TFfX,1800,zhifter,2.0,411631.5,386535.2,True,1
3784722,Mini 14,zhoumeilizz,1.0,175663.1,200170.9,ERANGEL,2U4GBNA0YmnLLh4FOc2A5ulVXaF-WfEfSkV2aEbscLaKbjtjTOcrVZFxXmhE8y_o,1792,holdenxsmith,2.0,176419.0,188648.2,True,1
8661304,SCAR-L,BabySinclair,1.0,480336.2,617391.2,ERANGEL,2U4GBNA0YmnD5IeoovYl4tuzv8NEYO7IotG0EpMUht2PZZHg8OLqdaXMyGf00qe9,1984,OOldMan,2.0,479390.9,617492.9,True,1
3771435,Grenade,chuangege6699,3.0,0.0,0.0,ERANGEL,2U4GBNA0YmknBhOJf6is7ggSLOFZ66k-nplwKWxgpLpwWHpyUsI67L5NDfoezQyf,1904,woai205,2.0,587483.1,460052.2,True,1
11722550,Down and Out,PGtowm,4.0,457184.5,586653.1,ERANGEL,2U4GBNA0Ymm0PhbjTFxSzlSGK9P4yTWkk9xfiOKL_x3cHau_2quQwFMzM8pP8s8f,1392,focuszzzfive,2.0,456559.5,590844.0,True,1
11569234,Grenade,givemehappy,1.0,133450.1,298756.5,ERANGEL,2U4GBNA0YmnxAFeLCzgo6RV5E0Lw4DrHHPJwQ6Z2dsvsJOm1Oc1XBqHvpXJDh0NK,1951,qq516,2.0,134429.5,297719.8,True,1
7218931,Down and Out,gmeboyz,1.0,543520.8,584312.3,MIRAMAR,2U4GBNA0YmkTGqtzH2Xa7pRmaeCqn3nUFXlpGlD502tOX04-14ar4f6LaI-Aqaqz,1737,HannibalRekktr,2.0,546728.0,600612.1,True,1
9777124,Down and Out,Ja4tin_,1.0,238132.4,418336.8,ERANGEL,2U4GBNA0YmnVU5KKv-CbGp7bvojjUnPB1splXxwuBwwU-iGQRp-3l4IDXOVCbLGU,1846,Jin_Goonmandu,2.0,238737.7,417340.6,True,1
12880546,Grenade,NJ_GY,1.0,593515.7,677718.1,ERANGEL,2U4GBNA0YmmB1CsnxviXk9aKSnhVM2tYET8DpgBRoO8RaqwQXh9d98iwDC6gHO9R,1893,akamaru6k2,2.0,592014.0,682222.7,True,1
10557193,M416,huya-6606,1.0,307700.3,186854.0,ERANGEL,2U4GBNA0YmnfGqnQkZR6_78FR_vtCnH1whSJgpgkMhYWIIJomu95IXT0VIkx8-xB,1956,5ManSpraydown,2.0,307611.5,183895.6,True,1
12273495,Down and Out,,,,,MIRAMAR,2U4GBNA0YmmP6StbMoihXrN0b8OzpHG9QTPyDND4pCqyyaEbTal9WDPiXrV4A69w,1765,20011228,2.0,166128.4,506354.7,True,1
6322706,M16A4,Terebonk,4.0,635150.0,454360.1,ERANGEL,2U4GBNA0YmkJ6bwMuILxcE2IUz0VomZEaRr8sYUYoSh-fquhUVozWq4WOIUv6spf,1766,liangliangyu,2.0,623454.8,451091.1,True,1
4254131,M416,e1dUPUP,10.0,420383.0,294733.8,ERANGEL,2U4GBNA0YmkCvY00KG-nKYynGjC7jTLgAUlCYfVtNxVL3-e0CFjbHzUMuQoTmgma,606,SPOCL3,2.0,422133.6,299345.9,True,1
11513127,Bluezone,JustAGameBro,1.0,440494.6,489188.2,ERANGEL,2U4GBNA0YmlpsRQ-tqtYKKdw2j0Veke-Jz3wO4UwU6--Dwu-202szi86vKzvPUrS,1665,12123230,2.0,442525.7,464386.3,True,1
7023639,Grenade,Ben0La0Deng,1.0,532607.1,436273.1,ERANGEL,2U4GBNA0Ymn2l0PDOFsKaTZsky6i7Mhtluz2-A9_qGTv22yVa21PcLxxuwRhlVME,1924,haoxin998,2.0,530444.4,440189.2,True,1
1230414,M416,salaminipps,1.0,517026.6,616851.2,ERANGEL,2U4GBNA0YmmUbSNIkQ9Kkm3ZhmKIk9QEvmHOfniIss6KX9a-SmTs8ZmYFZ-xk5xc,1888,redstitchedwound,2.0,519994.8,614839.3,True,1
9918059,Mini 14,X-ONE,1.0,293518.8,328151.2,ERANGEL,2U4GBNA0Ymm6N2qgb6l4BHzDp53gRiIhFYfd-qub3xWqR3mZ65eGwvQ_Bi1oBkY7,1894,Superwei1992,2.0,292718.5,325122.1,True,1
4609725,AKM,sidandingdong,1.0,596946.8,209888.9,ERANGEL,2U4GBNA0Ymmc7GnyV1c6R7YSCPWZZBVZRKr7yCKe3SMQ0C0Bsvzm4Wnhj7Hl5NIQ,1921,Pixi69,2.0,597185.6,208807.5,True,1
2940994,Falling,MrMisanthrope,1.0,326768.4,472921.2,ERANGEL,2U4GBNA0YmkVKH3cKPEuiLPF75yaac4C7WdQEFE3SxRkSh5qiezOHowGl3iOPA1v,1956,Fumoff,2.0,327434.4,475592.3,True,1
10471652,SKS,Protechshun,1.0,437208.6,438506.2,ERANGEL,2U4GBNA0Ymk_tjJlh2HF07VNdVmBhBpumSgzjiSbkwIbquc_9QnrTw-uI8_aTsfO,1895,PoPo-M-,2.0,437901.1,434592.2,True,1
12551614,Down and Out,,,,,ERANGEL,2U4GBNA0YmmmwoDfKtfzhSxPbjLKQueTbeqLkGeB8P8szPrlZHMJFWBvhaqeuMGC,1665,HalfNattyBrah,2.0,437163.2,247720.3,True,1
9525796,M416,Kratose,1.0,430951.1,639192.3,ERANGEL,2U4GBNA0YmmtpCNpyDYmQD7TOl6Dm0w8PI2acZj4p_Y8bvf_9yV8RQoixVTISpee,2007,Vimes87,2.0,431049.9,638954.4,True,1
4106569,Grenade,Perry99,4.0,164310.4,433030.7,MIRAMAR,2U4GBNA0Ymkp9qFacovSb0rcxOUDTjWrMb5mbaWy7GvDfFqqIyE0mgTxY48qMo2A,1584,Timeless-Xmihu,2.0,161662.0,428864.2,True,1
7259873,Bluezone,Mister_D,3.0,0.0,0.0,ERANGEL,2U4GBNA0YmkSY2aKBtxlxtAjnum99LGYgn4URvD0X0_uo9D7fNTEippdJi58sZbV,1757,yudioudi,2.0,80902.32,547387.4,True,1
452425,Down and Out,china-mingyu,1.0,314635.6,478794.3,ERANGEL,2U4GBNA0Ymk9NwQa42401Vl5u7wj4Epw4fcsrC-wtzI42kQaMeuMBw1TG62Yrks4,1717,ESplender,2.0,331612.7,485142.9,True,1
11433465,M16A4,Tnaoxin,5.0,326968.7,354091.2,MIRAMAR,2U4GBNA0YmlN_mhH7q1O6krxi3Dfy92JED4yYOjbrQ2PkhJnOx71hi8Bb2_1oShv,216,ChengShiLR123,2.0,327281.4,354494.3,True,1
1133285,Down and Out,SaoSaolan,7.0,640550.9,470224.6,ERANGEL,2U4GBNA0Ymk0wkPQMJmaj6YIfF9RokXjqbOSpyABzQyiwhmMHj1wHFRkqiAKbNuZ,1464,SGBlues,2.0,639754.2,471828.8,True,1
6620926,Down and Out,NIke_Z,1.0,459313.3,344146.1,ERANGEL,2U4GBNA0YmmdbyjQHD1I9P0zUx5IJkTZ5UqPt6DpIc_6qx9-4g2tBMk-EZF1NR82,1843,chijiaxiaofenDui,2.0,451786.1,351832.8,True,1
959818,SCAR-L,GucciSlides,19.0,457140.3,644190.6,ERANGEL,2U4GBNA0YmktFFpNMaYTUDg7COFDqUPBh6ze34u0SCPocL7GwcptFfjDPBqO6Dyp,471,papi650,2.0,457233.3,644467.4,True,1
783207,M24,Eiian1020,1.0,335241.8,448891.0,ERANGEL,2U4GBNA0Ymn8upXQVG-rDDfKFnjObN9Tmw_4B-glQoYF3ODie1u6QU9QBJOnSDji,1727,needlemushroomG,2.0,327113.4,438064.2,True,1
3921303,AKM,BlinkzYT,25.0,355442.3,408616.5,ERANGEL,2U4GBNA0YmnLdDwmRMSxXQe4BimWD1iKrh4vqKGSChszmbjXkjHyUD8N7lUNG2ln,460,Galgorax,2.0,355326.1,409766.2,True,1
408536,Bluezone,,,,,ERANGEL,2U4GBNA0YmkEeHNhp61Zkz0ETmjVYgCrnz5nK07cOqL_R9meR2yeNJMr7Q4FRGuq,1962,ActivateTurbo,2.0,577722.0,598223.3,True,1
5312782,M16A4,Sup_Lv,1.0,434203.9,416458.3,ERANGEL,2U4GBNA0YmluI2ihtMX5WxI3WBX9GHOO3ofzxE9F8ZW-CpKXlG2mK7mRU85ksgmq,1890,Nitrous_,2.0,431902.3,413621.1,True,1
63285,Bluezone,,,,,ERANGEL,2U4GBNA0YmldhKqc_FCfXE2HlfJdXlR8ISjA8XDh1DntruzOKNJqL0QrkK9qm-nF,1886,DiaoTengGG,2.0,392069.0,592955.1,True,1
11920314,AKM,HuntingFaith,1.0,343497.6,213747.4,ERANGEL,2U4GBNA0YmkYw5S5H-R5ekiulCSr057bxnmK4i1nADcZhYWxRUIh4W_9ezB8n7Su,1968,Bubbliest_Bubble,2.0,343058.8,216082.0,True,1
13148065,Bluezone,,,,,ERANGEL,2U4GBNA0Ymmqt5CJcSovknBRIJuaPsU6ZGeCcHd9KtPbDyQiSSf5YAMEvzd74DJe,1878,Seanvival,2.0,293567.7,556586.2,True,1
8581248,M416,2001825,9.0,189057.8,381768.9,ERANGEL,2U4GBNA0YmkI6EVnG8hoOD6HIOCOjPb1CIcGmFF_K14-iu0DAYU8YI69Wl_OHUgZ,1544,Tony-StarK,2.0,188847.7,381608.9,True,1
12957189,M416,Apathyqq,1.0,261722.6,148030.4,ERANGEL,2U4GBNA0Yml07fHywPFobFSp2m8ynpCUAAuZAw_0Kwk9ENu-tnzhTFmyN-JVlscC,1902,wudizuishuaiqi1,2.0,260805.1,146765.9,True,1
2016359,M416,OXENNorange,6.0,550338.4,333181.7,MIRAMAR,2U4GBNA0YmnlM8kYmPd0dDkLLoG6Tc7sngiMuArUXqzklewWL6jz6cUy0raQtcYZ,1593,OffbeatAxe,2.0,561615.0,327182.0,True,1
10965329,SCAR-L,Huya-luoke,9.0,196295.5,390851.6,ERANGEL,2U4GBNA0YmmUowNdzDmY2tWBpdDqDcnZrZRfJDQQOjQrw2XEdNfVExEnOPsom70R,1449,JY-XX,2.0,196194.4,389395.0,True,1
3066625,M16A4,Beats-Saigon1,1.0,288884.8,305624.5,ERANGEL,2U4GBNA0YmmCXFXg2eVP4CFnf9OJoQrxnpuzHUQU-vZUFuwWQ5n4FtjUqkWyHlvG,1984,PiPiXiaNiMa,2.0,286387.9,302567.4,True,1
8226046,Mini 14,Tooth-LeSs,1.0,362150.0,382787.3,ERANGEL,2U4GBNA0YmmPTv9zM9g9iz4VLuf9-1RLxabto8GlyFuSvdHXuYVstqTuejFJ3Iew,1811,Stoski,2.0,351201.5,377364.8,True,1
12319446,M416,GodFatherChris,1.0,627216.0,318003.4,ERANGEL,2U4GBNA0YmmKHH5_pSCuqGOxya_IM321OafqZci-gn38yOd1Z9oIx6x1wV4JjX4i,1679,hechuanyang,2.0,624643.3,321094.4,True,1
12620226,Mk14,CHAOYER,1.0,657424.6,214007.9,ERANGEL,2U4GBNA0YmmKV04hPKyPgtf0v6x0-RE--1-JvvqXtTvr2pnGxObZwV2rEmIE3V-h,1765,Hermes_Season,2.0,653934.4,216458.1,True,1
11375123,Down and Out,laisitumitu_2tap,1.0,706975.0,500228.2,ERANGEL,2U4GBNA0Ymk4Tw5UhuFIbWD8rEHLCcnohysGDoB9Ia5NPKZOZWUEUtBUZTLRFtiB,1766,SISxKON,2.0,702695.5,503725.8,True,1
4054434,Down and Out,Napoleon3500,1.0,212480.9,338845.7,ERANGEL,2U4GBNA0Ymn3TY1L3IGVqIzpj2OO6OySkbueowseMFAMcwxZUNdYHd-Iy8Q1MSKq,1894,Ekadao,2.0,213494.3,340058.3,True,1
556213,M416,The_magic_AWen,7.0,214057.0,365263.9,ERANGEL,2U4GBNA0YmkoigvO433PGOUFUFuWm6MC8wDh_C2B5aH46SyjT5W4XYLaIH01YZ_s,1632,MidnighttheNeko,2.0,213652.6,365391.3,True,1
9091691,Down and Out,Merlinzbeard,1.0,235608.9,224091.5,ERANGEL,2U4GBNA0YmlGqaiWCh-eDMpoJlEKaNprLnM6483YCyDZDvRQOnHHmKdHxA_tESX9,1926,CHINA_No1_ZHAO,2.0,231747.1,222579.1,True,1
7786219,Mini 14,LinYiflower,1.0,317766.4,424087.0,ERANGEL,2U4GBNA0YmnsFB7nmZMFODyfC495NXQSngsOHY0iYwxgl6PjUncIHW0ptQ-x8Mlj,1631,Tobi777,2.0,332812.2,397681.8,True,1
547285,M416,jinsitangnaihou,1.0,225984.5,517571.6,ERANGEL,2U4GBNA0YmnqxNAXx5cWjhVCYqtA0hJ1hS5TLZa8XVVFB5-dLZ6_bwdQz1nfyBc8,1958,huangweiju02,2.0,230277.7,519399.0,True,1
8645887,SCAR-L,G1Amo,11.0,638039.8,530460.1,MIRAMAR,2U4GBNA0YmnMcpiEtgyzXXf3tJqwMkeQfojqolKq7SQVGbKxPQlkydlDeEqTSX7w,1739,Wujing341,2.0,636321.3,531184.2,True,1
629795,M416,LINLEINIBABA,3.0,557554.4,374476.6,ERANGEL,2U4GBNA0Ymk_F8j32u2xU52KYfymG-TAIxeyS7bKpui_10RVWie4K8uFiPKg_8HG,1637,JIMMYU123,2.0,556732.3,376490.4,True,1
11166382,M416,AhegaoHentai,1.0,148357.4,521418.7,ERANGEL,2U4GBNA0YmndApgJJWk17N6tYnRhi1rxExfDNugRsQnllehfEmDRrrEmMyqZxz16,1915,GoogleMylov3,2.0,146762.2,519743.5,True,1
8246112,M16A4,TRSmanic,1.0,336727.6,490719.3,ERANGEL,2U4GBNA0YmlsVTIScSokkR7nV2PXiztt7qeWMA5JJvz92JuPngEG8s5QtuKTXxli,1598,Dumbsheet,2.0,333201.8,520463.8,True,1
5715046,SCAR-L,MountainWzrd,1.0,539115.0,450136.3,ERANGEL,2U4GBNA0YmkPdneAZsGG4ynConTU4kvSGI-38cXkMymvrXktVumqfPi8J0BXjeBn,1904,Whynot6ix,2.0,539391.8,450127.1,True,1
1705339,Down and Out,nigeibabasi,1.0,671615.0,101528.9,ERANGEL,2U4GBNA0Ymk464L_FRIDKHsBeMODzk0cnk9-FSdnt_XCrvFoSz_S79wyHF16sDlO,1734,saltwk,2.0,681144.9,109011.9,True,1
6229614,Grenade,IMYangKun6,3.0,560137.3,600130.4,ERANGEL,2U4GBNA0Ymke5NfebwPSV2YIxboJMUAtnx8zWSRjtbiO67UTJbJnOzO-MlJ7qcAD,1967,boombyebye123,2.0,561176.4,600398.4,True,1
2879498,M416,HualinYY,1.0,368824.9,291398.5,ERANGEL,2U4GBNA0YmnSNdcQ1gWlTHexiGk15hmzIixB5w356OCArpL2QQsztSo8D4QvMCD5,1793,Raz4,2.0,360620.9,292094.2,True,1
1965483,AKM,Zhendefan1122,1.0,376288.6,117331.0,ERANGEL,2U4GBNA0Yml8KNtDxkd7t8k7iSV30lOBlAVpbl3nVkOFHDmTN6MTF5ySFn9Hg1lO,1823,DEMON123123,2.0,379073.1,118855.3,True,1
1728579,Micro UZI,#unknown,22.0,715000.1,430643.4,ERANGEL,2U4GBNA0YmmCdkJnSZ28Jq-JKLS_lLKDX-BE5v9HyEenjIOxjtegeavJ6WFUalwG,397,MAFuckYYY,2.0,715213.7,431763.2,True,1
511679,M416,o__Bhuda__o,1.0,374497.3,431682.1,ERANGEL,2U4GBNA0YmkhhcsPHqP6Tdg-kcJJZXKpI6Im1zDm3p5a3RWM9Ik5SMWU-SHFCvW5,1869,MoveiI,2.0,373537.6,434023.6,True,1
2245157,M16A4,VIP-LX,11.0,550372.7,237316.5,ERANGEL,2U4GBNA0Ymmckz_1EJ09-LFGcte9N170Hp0EfOD0pXME-ivdOrSTrO2faT6ZLHle,891,E-xclusive,2.0,550293.0,237209.1,True,1
7471892,M416,geinilihaide,1.0,517207.2,219866.5,ERANGEL,2U4GBNA0YmnSh-Dp4HpP1y-IUlVK8hWdCrgpSXMZUuOzC8-1ZdRbgMzJ1A_kjTQm,2001,Daiichijiba,2.0,516801.8,219045.8,True,1
3610430,Down and Out,Zichen20,1.0,233051.6,414065.3,ERANGEL,2U4GBNA0Ymn5r1XEth4eepaZyXZ59TG7u6dVJC92XwD6RQ57BAlwQE8y-t1h2t5X,1877,emmmmchiji,2.0,234771.5,407458.8,True,1
2654581,AKM,mysterybread,1.0,630968.1,291678.9,ERANGEL,2U4GBNA0Ymm56eSeFwEYXYxLzQkm8tia0ooOYb6Ob3sEHE9PAC0yKBw47-L-h9YF,1961,exortaz,2.0,629605.4,292723.0,True,1
3280386,Down and Out,burninqwq,1.0,399548.6,307507.1,ERANGEL,2U4GBNA0Ymk4MLVHPmnS3LyaaiMxdrKLddliEq8iMWQJeixdrnpmAdkEsiQsreoa,1783,woshiguabi2222,2.0,398988.2,306489.3,True,1
11658208,Hit by Car,Hesseward,7.0,502998.6,517208.8,ERANGEL,2U4GBNA0YmlxDUcnLLsZiNPBBMt5wV6CLJmus1mtfKXXwgOTzqlxVRasj3GMSp8m,1278,FreakyLeaky,2.0,503784.4,517300.2,True,1
9173494,M416,CarsonJones,1.0,643114.4,511399.3,ERANGEL,2U4GBNA0Ymnk8XIn0Axt_sCfbd93UwYu0RZ_uVAEI0iMFaKU08fSPA-vG1owIyRS,1813,WenDongZ,2.0,643325.8,511393.4,True,1
433136,M416,wuhao2605040262,1.0,380927.9,653130.9,ERANGEL,2U4GBNA0YmkaPKk7DN7-PwPEU1sxiIJdwMn-iX4tHnMiFBvsSfrJQl6w1MV3T4va,1766,CaoPaper,2.0,380709.3,646823.1,True,1
706841,M16A4,HuangTZ,13.0,226519.4,525444.0,ERANGEL,2U4GBNA0YmmD7hvchMkYJWL_IMs3VpZGDSFoKvnUXEgppSdWK6yAASdJl8Nuvdpu,569,boshi123456,2.0,226236.2,525280.3,True,1
11898770,AKM,Cloud-Dream,1.0,543290.6,289319.0,ERANGEL,2U4GBNA0YmlKjhqTfC68auTLdf-I6zBzCwtVeZmQdfz1doszZYRvfiqouRn07AEF,1947,135235,2.0,544135.1,292339.1,True,1
5732356,SKS,the_adk,6.0,539415.5,143821.6,ERANGEL,2U4GBNA0Ymn36QojrkPK0STlUd2T3_RrzYWnTopAJrsMPD-6HUn777_frvVcRdNw,1552,slic3i2,2.0,538434.1,144807.7,True,1
1399083,Down and Out,,,,,ERANGEL,2U4GBNA0YmmYyHW0VKzoUIHqSw-8oTyAefbj3LhXBCdeiBNIurnrhjvM3ZteR8hp,1523,TopCCC6,2.0,210868.4,491168.6,True,1
